timestamp,vip0,vip1,vip2,vip3,vip4,vip5,vip6,vip7,vip8,vip9
2022-10-16 08:00:00,0.0000718,0.00006821,0.00006247,0.00005529,0.00004667,0.00004308,0.00003805,0.00003375,0.00003016,0.000028
2022-10-15 08:00:00,0.0000718,0.00006821,0.00006247,0.00005529,0.00004667,0.00004308,0.00003805,0.00003375,0.00003016,0.000028
2022-10-14 08:00:00,0.0000718,0.00006821,0.00006247,0.00005529,0.00004667,0.00004308,0.00003805,0.00003375,0.00003016,0.000028
2022-10-13 16:00:00,0.0000718,0.00006821,0.00006247,0.00005529,0.00004667,0.00004308,0.00003805,0.00003375,0.00003016,0.000028
2022-10-13 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-12 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-11 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-10 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-09 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-08 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-07 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-06 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-05 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-04 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-03 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-02 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-10-01 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-30 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-29 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-28 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-27 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-26 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-25 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-24 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-23 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-22 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
2022-09-21 08:00:00,0.00008027,0.00007626,0.00006983,0.00006181,0.00005218,0.00004816,0.00004254,0.00003773,0.00003371,0.00003131
